avespoli@Anthonys-MacBook-Pro ~ % log show --last 48h --predicate 'eventMessage CONTAINS "seal"'

Filtering the log data using "composedMessage CONTAINS "seal""
Skipping info and debug messages, pass --info and/or --debug to include.
Timestamp                       Thread     Type        Activity             PID    TTL  
2025-10-01 19:06:13.079942-0500 0x275fb    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 20:55:38.429622-0500 0xd402b6   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 20:55:43.886308-0500 0xd402b1   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 20:55:45.962273-0500 0xd404b2   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 20:55:45.964599-0500 0xd404b2   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:01:49.772394-0500 0xd7d1c8   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:01:50.304991-0500 0xd7d1dd   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:01:51.625366-0500 0xd7d1dd   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:01:51.627912-0500 0xd7d1dd   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:31.796332-0500 0xd8c9a9   Default     0x0                  14827  0    WindowServer: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-01 21:04:40.215795-0500 0xd92ce2   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:40.801659-0500 0xd92ce2   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:40.807417-0500 0xd92ce2   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:40.809157-0500 0xd92ce2   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:41.431250-0500 0xd92ce3   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:41.434983-0500 0xd92ce3   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:50.515474-0500 0xd926a5   Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 21:04:50.679383-0500 0xd846e6   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:52.416609-0500 0xd8defa   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:53.068979-0500 0xd846e6   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:53.071261-0500 0xd846e6   Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 21:04:53.282474-0500 0xd93268   Default     0x0                  28557  15   chronod: (ChronoKit) [com.apple.chrono:archiving] com.apple.mobiletimer.datetime destroying promise for 'Accepted successfully to file:///Users/avespoli/Library/Containers/com.apple.clock.WorldClockWidget/Data/SystemData/com.apple.chrono/relevance/com.apple.mobiletimer.datetime.chrono-relevance.' - </var/folders/cc/mjmmlkd546z6xptn3brnyl080000gn/T/com.apple.chrono//TemporaryItems/NSIRD_chronod_l1seal/com.apple.mobiletimer.datetime.chrono-relevance>
2025-10-02 03:37:57.951095+0000 0xa25      Default     0x0                  84     0    WindowServer: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-01 22:38:17.861177-0500 0x1057     Default     0x0                  430    0    WindowServer: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-01 22:38:18.771638-0500 0x1415     Default     0x0                  583    0    AppleDeviceQueryService: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-01 22:38:19.468911-0500 0x1422     Default     0x1f75               577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:20.562931-0500 0x16ba     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27176659)
2025-10-01 22:38:20.586295-0500 0x16a4     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 22:38:20.610409-0500 0x16ca     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27176661)
2025-10-01 22:38:20.873958-0500 0x16ca     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27176664)
2025-10-01 22:38:20.892570-0500 0x16a4     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 22:38:21.021965-0500 0x170b     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27176673)
2025-10-01 22:38:21.039084-0500 0x16a4     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 22:38:21.053780-0500 0x1715     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27176675)
2025-10-01 22:38:21.101467-0500 0x1715     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27176677)
2025-10-01 22:38:21.131549-0500 0x16a4     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 22:38:21.546425-0500 0x1421     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:21.553295-0500 0x1421     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:21.558439-0500 0x1422     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:21.559885-0500 0x1422     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:21.865422-0500 0x1426     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:21.892017-0500 0x13dd     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:21.934545-0500 0x1423     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:21.937230-0500 0x1423     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:31.704710-0500 0x1423     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:31.827326-0500 0x1b67     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:31.852127-0500 0x1422     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:31.882103-0500 0x1422     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:38:35.893373-0500 0xff3      Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:38:36.999383-0500 0xff3      Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Reading EAN key seal, imageSize=8192
2025-10-01 22:38:36.999750-0500 0xff3      Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Successfully read seal from EAN
2025-10-01 22:38:37.000078-0500 0xff3      Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Unsealed: {
}
2025-10-01 22:39:25.965293-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:25.980211-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:25.980304-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:25.980392-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Parsed the following common names from cert in seal: (
    "FDR Sealing Server CA 1",
    "FDR-SS-CM-E1"
)
2025-10-01 22:39:25.980657-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Reading EAN key seal, imageSize=8192
2025-10-01 22:39:25.980836-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Successfully read seal from EAN
2025-10-01 22:39:25.982200-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:25.982778-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:25.984450-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:25.985419-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:25.986265-0500 0x2c4f     Default     0x11903              1127   18   AboutExtension: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 22:39:26.021943-0500 0x2c43     Default     0x11903              1127   0    AboutExtension: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-01 22:39:33.764435-0500 0x2e4c     Default     0x1258a              577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:39:34.050311-0500 0x2e4c     Default     0x1258a              577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:39:34.292439-0500 0x2e4b     Default     0x1258a              577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:39:34.295128-0500 0x2e4b     Default     0x1258a              577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:39:39.134977-0500 0x2e51     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:39:39.479952-0500 0x2e11     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:39:39.890914-0500 0x2c51     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 22:39:39.893286-0500 0x2c51     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 06:42:23.488031-0500 0x56d2     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 06:42:23.896193-0500 0x8081     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 06:42:24.323199-0500 0x8082     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 06:42:24.329233-0500 0x8082     Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 08:44:17.120601-0500 0xb9532c   Error       0x0                  0      0    kernel: (Sandbox) Sandbox: TextThumbnailExtension(20476) deny(1) iokit-get-properties iokit-class:IOService property:syscfg-erly-kbgs-allow-unsealed
115993961-iokit-get-properties
2025-10-02 09:04:42.603466-0500 0x10d0ac   Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:3910:788:788): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-02 09:04:42.800677-0500 0x679      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:4242:1120:84): InitSettingsSet line 69 alpmUsealpm REG set to 1
2025-10-02 09:04:42.806225-0500 0xf1ddc9   Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:4246:1124:88): LinkRateSet line 2146 alpmUsealpm REG set to 1
2025-10-02 09:04:43.511636-0500 0x27f      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:4904:1782:404): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-02 09:04:43.708192-0500 0x27f      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:5220:2098:721): InitSettingsSet line 69 alpmUsealpm REG set to 1
2025-10-02 09:04:43.713322-0500 0x27f      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:5224:2102:725): LinkRateSet line 2146 alpmUsealpm REG set to 1
2025-10-02 09:05:54.094922-0500 0xf51410   Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 09:05:54.410915-0500 0xf51413   Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 09:05:54.732049-0500 0xf512da   Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 09:05:54.735378-0500 0xf512da   Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 09:34:38.888678-0500 0x679      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:6247:783:783): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-02 09:34:39.085234-0500 0x27f      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:6579:1115:88): InitSettingsSet line 69 alpmUsealpm REG set to 1
2025-10-02 09:34:39.090786-0500 0x145ed58  Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:6583:1119:92): LinkRateSet line 2146 alpmUsealpm REG set to 1
2025-10-02 09:34:39.208277-0500 0x1462d0b  Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:7032:1568:541): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-02 09:34:44.987127-0500 0x27f      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:8009:2545:309): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-02 09:34:45.184848-0500 0x27f      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:8325:2861:625): InitSettingsSet line 69 alpmUsealpm REG set to 1
2025-10-02 09:34:45.189974-0500 0x27f      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) [com.apple.isp:fw] ISPCPU (Print:8329:2865:629): LinkRateSet line 2146 alpmUsealpm REG set to 1
2025-10-02 09:46:54.898309-0500 0x16562de  Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 09:46:55.327054-0500 0x16562d1  Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 09:46:55.714743-0500 0x16562dd  Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 09:46:55.717550-0500 0x16562dd  Default     0x0                  577    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-02 11:03:32.640446-0500 0x23e4953  Default     0xc2b2d              61404  0    AppleDeviceQueryService: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-02 11:03:32.653429-0500 0x23e4694  Default     0xc2b2d              61100  0    sysdiagnose_helper: (AppleDeviceQuerySupport) [com.apple.zhuge:ZhuGeSupport] INF: For key: "W6G2ZPL+BzsMLGtunPo4q13HKvqm45nmzrVJEV2Uq/x18", value: {
    ApTicket = Trusted;
    DataFailedToReport =     (
    );
    Entitlements =     (
    );
    FailureData =     (
                {
            eCfg =             {
                LiveInstance = "00006040-001A60E6368A801C";
                WarningMessage = "Key is not required to seal";
            };
        }
    );
    FailureProperties =     (
    );
    SealDate = "20/02/2025 13:22:51 GMT";
    VerifiedData =     (
                {
            appv =             {
                LiveInstance = "00006040-001A60E6368A801C";
            };
        },
                {
            ADCL =             {
                LiveInstance = FP1HDC005R30000FQX;
            };
        },
                {
            pcrt =             {
                LiveInstance = "00006040-001A60E6368A801C";
            };
        },
                {
            HmCA =             {
                LiveInstance = 070107579B8C610F;
            <…>
--------------------------------------------------------------------------------------------------------------------
Log      - Default:        235, Info:                0, Debug:             0, Error:          2, Fault:          0
Activity - Create:           0, Transition:          0, Actions:           0
avespoli@Anthonys-MacBook-Pro ~ % 
